,overview_matchesplayed,overview_matcheswon,overview_matcheslost,overview_matchesabandoned,overview_timeplayed,overview_kills,overview_deaths,overview_attackerroundswon,overview_attackerteamkillsinobj,overview_attackerenemykillsinobj,overview_attackerteamkillsoutobj,overview_attackerenemykillsoutobj,overview_defenderroundswon,overview_defenderteamkillsinobj,overview_defenderenemykillsinobj,overview_defenderteamkillsoutobj,overview_defenderenemykillsoutobj,overview_headshots,overview_headshotsmissed,overview_headshotpercentage,overview_wallbangs,overview_damagedealt,overview_assists,overview_teamkills,overview_playstyleattackerbreacher,overview_playstyleattackerentryfragger,overview_playstyleattackerintelprovider,overview_playstyleattackerroamclearer,overview_playstyleattackersupporter,overview_playstyleattackerutilityclearer,overview_playstyledefenderdebuffer,overview_playstyledefenderentrydenier,overview_playstyledefenderintelprovider,overview_playstyledefendersupporter,overview_playstyledefendertrapper,overview_playstyledefenderutilitydenier,overview_kdratio,overview_killspermatch,overview_killspermin,overview_winpercentage,overview_timealive,is_cheater
2938,1149,509,323,317,987985,4517,2598,1245,0,338,29,1747,1311,23,498,26,1337,1905,2629,42.02,282,550651,697,78,232,1701,25,232,578,30,42,485,1119,504,620,1439,1.74,3.93,0.27,44.3,380,0
2939,352,189,157,6,554239,1920,1459,8220,0,117,7,816,9056,4,176,13,779,924,1013,47.7,113,267134,210,24,423,1020,622,423,673,739,439,898,401,861,566,702,1.32,5.45,0.21,53.69,379,0
2940,738,445,277,16,794100,4296,2916,970,2,99,3,495,1167,0,75,11,568,846,451,65.23,149,152091,94,16,361,1139,595,361,379,649,460,458,618,799,637,725,1.47,5.82,0.32,60.3,272,0
2941,345,174,11,160,69797,50,22,97,0,3,0,17,104,0,0,0,30,50,4,92.59,18,6363,2,0,13,12,6,13,12,2,14,59,6,53,20,49,2.27,0.14,0.04,50.43,3172,0
2942,634,348,167,119,550540,2302,1164,566,1,132,9,859,642,4,171,8,787,1056,996,51.46,187,276092,220,22,247,579,298,247,466,196,309,558,393,325,521,307,1.98,3.63,0.25,54.89,472,0
2943,451,175,213,63,591391,1139,1564,507,1,84,9,483,623,9,201,11,448,779,497,61.05,129,181549,189,30,221,383,314,221,604,228,179,327,385,754,245,267,0.73,2.53,0.12,38.8,378,0
2944,1851,1030,780,27,2869139,10998,7562,2506,2,386,28,2400,3078,4,938,18,2119,5471,5169,51.42,715,775083,1086,52,1430,3267,1803,1430,966,1428,1264,2541,833,1692,2366,1696,1.45,5.94,0.23,55.65,379,0
2945,638,312,325,1,723004,1761,1767,811,1,78,11,327,904,5,24,8,365,384,465,45.23,170,102063,41,25,198,257,68,198,90,64,225,101,183,51,84,112,1.0,2.76,0.15,48.9,409,0
2946,6816,3397,3071,92,8944049,32737,29956,9199,5,1093,115,6248,10972,18,1523,94,6323,15632,14860,51.27,1751,1941838,2366,232,2934,8198,6449,2934,3112,5756,3856,4499,4524,6812,4500,7945,1.09,4.8,0.22,49.84,298,0
2947,134,94,33,7,2503999,679,402,3004,2,79,13,492,3049,2,122,13,387,623,518,54.6,117,148749,177,30,107,348,132,107,313,164,135,374,184,233,287,245,1.69,5.07,0.02,70.15,6228,0
2948,288,221,61,6,2309656,2927,742,2292,5,516,102,3184,2339,60,833,91,3003,4661,4003,53.8,1020,891735,927,258,1595,3232,1964,1595,1964,2064,1379,2054,2846,1992,2047,2812,3.94,10.16,0.08,76.74,3112,0
2949,437,258,172,7,608637,2770,1841,597,0,190,15,1025,773,6,206,7,1207,1333,1405,48.69,232,368303,263,28,200,530,447,200,428,357,354,333,422,388,316,635,1.5,6.34,0.27,59.04,330,0
2950,288,160,116,12,4788537,1442,1124,438,0,136,14,720,520,4,127,12,724,727,1025,41.5,119,240329,199,30,123,387,344,123,288,317,181,291,133,670,173,353,1.28,5.01,0.02,55.56,4260,0
2951,270,153,82,35,282198,1778,856,363,0,112,11,698,397,2,48,10,885,1000,790,55.87,218,239430,136,23,135,443,71,135,168,165,349,117,350,154,116,214,2.08,6.59,0.38,56.67,329,0
2952,857,440,382,35,1686877,3763,3768,1132,9,392,52,1496,1348,20,471,69,1521,1922,2061,48.26,397,583431,770,150,1194,1533,1354,1194,987,763,804,1193,1207,1473,783,635,1.0,4.39,0.13,51.34,447,0
2953,566,327,71,168,379809,1403,752,446,3,125,7,542,477,3,101,17,470,972,445,68.6,186,166011,95,30,98,275,221,98,100,228,157,268,241,201,295,283,1.87,2.48,0.22,57.77,505,0
2954,170,91,65,14,239749,729,576,213,0,77,8,268,257,0,95,4,270,453,379,54.45,104,100216,135,12,157,186,110,157,161,209,145,203,212,262,133,108,1.27,4.29,0.18,53.53,416,0
2955,29,23,5,1,56112,292,79,50,0,27,2,129,47,0,20,2,115,177,118,60.0,12,38634,16,4,11,67,28,11,27,21,20,20,1,55,12,41,3.7,10.07,0.31,79.31,710,0
2956,818,419,335,61,1362161,3634,2872,967,0,118,2,349,1229,2,23,9,455,631,856,42.43,103,125622,37,13,183,753,561,183,376,601,275,747,344,524,369,588,1.27,4.44,0.16,51.22,474,0
2957,604,393,205,6,7899262,2988,2467,13855,0,138,14,981,15123,2,260,10,1014,1312,1342,49.43,215,312436,261,26,1466,3066,3751,1466,2626,3674,1516,2700,2695,2170,2202,3539,1.21,4.95,0.02,65.07,3201,0
2958,585,287,292,6,8970909,2277,2438,7394,0,176,18,810,7920,3,399,10,607,757,1540,32.96,140,260932,331,31,766,947,601,766,1030,808,446,1230,537,607,720,824,0.93,3.89,0.02,49.06,3679,0
2959,1943,1028,857,58,2389645,8058,6266,1853,2,379,25,2284,2453,8,564,37,2336,3037,4531,40.13,584,807426,761,72,1118,1455,1116,1118,1733,1820,804,2146,982,1602,1370,1547,1.29,4.15,0.2,52.91,381,0
2960,1594,1049,486,59,2465195,7345,4555,2256,0,430,30,1902,2529,13,158,38,2390,1467,3673,28.54,848,650262,260,81,570,748,403,570,489,946,532,924,946,316,427,982,1.61,4.61,0.18,65.81,541,0
2961,148,116,28,4,834008,1057,402,833,1,67,3,469,880,1,78,7,505,762,424,64.25,172,152010,104,12,150,232,90,150,155,151,76,230,192,170,192,100,2.63,7.14,0.08,78.38,2074,0
2962,385,183,12,190,51602,293,65,125,0,25,3,76,127,0,4,2,173,190,111,63.12,71,36724,0,5,38,36,69,38,125,64,66,112,44,35,129,87,4.51,0.76,0.34,47.53,793,0
2963,305,188,102,15,800020,2207,983,2130,2,232,30,1315,2281,12,240,37,1267,1940,1712,53.12,742,412527,310,81,515,1657,1172,515,1044,679,716,954,1142,925,1057,877,2.25,7.24,0.17,61.64,813,0
2964,1473,723,652,98,1415844,6537,6456,1861,0,176,18,1309,2104,8,341,17,1150,3432,2777,55.27,277,390754,434,43,691,2442,604,691,1715,776,729,1423,1098,1647,1295,1435,1.01,4.44,0.28,49.08,219,0
2965,681,372,291,18,935981,2722,2514,799,0,58,7,349,960,3,61,9,408,580,338,63.18,49,120258,119,19,267,229,228,267,206,11,450,36,140,18,339,43,1.08,4.0,0.17,54.63,372,0
2966,289,122,161,6,386653,964,1055,302,0,64,14,413,352,2,106,9,372,305,672,31.22,52,143508,223,25,204,234,397,204,274,110,218,319,264,106,437,161,0.91,3.34,0.15,42.21,366,0
2967,1482,866,593,23,2130592,6345,4466,1848,0,142,15,1232,1999,3,196,13,1253,1562,1530,50.52,458,407916,736,31,822,554,896,822,708,520,309,730,924,896,662,411,1.42,4.28,0.18,58.43,477,0
2968,1142,585,483,74,1250816,8617,6550,742,0,90,10,655,927,0,102,8,699,1268,1716,42.49,132,216618,207,18,451,671,647,451,505,968,322,864,648,752,528,644,1.32,7.55,0.41,51.23,190,0
2969,344,184,35,125,147551,588,307,207,0,36,2,270,173,0,27,1,239,326,258,55.82,65,77418,25,3,33,104,70,33,112,69,65,109,42,145,82,71,1.92,1.71,0.24,53.49,480,0
2970,424,296,122,6,624363,2171,1514,608,1,162,28,955,636,31,186,16,886,771,750,50.69,224,196847,368,76,166,749,570,166,405,388,183,513,615,653,385,611,1.43,5.12,0.21,69.81,412,0
2971,4430,2199,2074,128,5004672,19377,18519,5574,0,303,50,3317,6666,22,902,54,2770,4151,3892,51.61,718,900430,1315,126,1612,4393,4634,1612,2671,5891,2062,4359,3955,3660,3601,4559,1.05,4.37,0.23,49.64,270,0
2972,400,209,21,170,106798,300,169,165,0,21,4,136,167,0,29,0,108,162,140,53.64,31,42850,48,4,17,100,37,17,75,49,54,147,19,110,72,105,1.78,0.75,0.17,52.25,631,0
2973,27,21,4,2,255856,234,69,49,0,19,0,110,38,0,2,1,96,143,98,59.34,9,30177,6,1,273,353,362,273,366,9,23,51,9,29,0,20,3.39,8.67,0.05,77.78,3708,0
2974,5206,2714,2461,11,8737417,31714,23970,11188,0,244,12,1080,12561,4,317,13,1221,5456,5459,49.99,325,389261,320,29,438,3002,477,438,1248,990,537,2187,1053,1653,1204,2711,1.32,6.09,0.22,52.13,364,0
2975,3934,2008,1892,1,2650132,14290,16091,5629,1,32,5,182,6691,1,24,8,170,283,130,68.52,39,57263,27,15,40,141,55,40,43,33,24,73,33,93,44,65,0.89,3.63,0.32,51.04,164,0
2976,378,207,167,4,351443,984,715,407,1,54,4,412,422,2,142,4,309,485,501,49.19,88,124031,102,11,38,248,233,38,321,223,141,225,185,285,154,379,1.38,2.6,0.17,54.76,491,0
2977,11,0,0,11,141775,22,8,103,0,25,1,119,128,1,42,2,102,171,148,53.61,15,42375,70,4,10,32,19,10,95,277,28,18,59,203,20,23,2.75,2.0,0.01,0.0,17721,0
2978,1654,838,645,171,22010224,9523,8084,20760,3,380,30,2057,20998,6,527,31,1926,3484,3489,49.96,516,536764,603,70,919,3684,3387,919,849,1769,981,2400,2028,2668,1510,1840,1.18,5.76,0.03,50.67,2722,0
2979,241,123,116,2,76984,768,756,251,1,15,2,120,297,1,43,4,88,187,91,67.27,39,38835,40,8,10,75,13,10,46,25,13,12,55,73,42,57,1.02,3.19,0.6,51.04,101,0
2980,559,295,253,11,613466,1626,1512,607,0,88,15,657,715,2,150,18,669,923,717,56.28,150,221476,270,35,231,667,199,231,548,133,219,518,283,566,415,257,1.08,2.91,0.16,52.77,405,0
2981,413,260,149,4,649406,2365,1632,550,0,128,18,1033,641,1,129,12,1058,1301,1077,54.71,341,338984,336,31,404,485,628,404,484,203,247,211,553,740,138,484,1.45,5.73,0.22,62.95,397,0
2982,1074,636,361,77,1769056,5657,3846,2249,3,511,74,2662,2540,25,745,45,2521,3228,3637,47.02,668,928873,1132,147,1845,1654,1440,1845,649,760,592,1692,683,1777,1226,731,1.47,5.27,0.19,59.22,459,0
2983,680,358,311,11,1061004,3670,2857,865,0,214,25,1468,1154,6,517,16,1318,1764,1835,49.01,244,489967,453,47,624,735,762,624,602,529,333,726,632,879,442,579,1.28,5.4,0.21,52.65,371,0
2984,2381,1235,1116,19,4064784,12989,10980,3319,1,187,18,1376,4166,5,326,20,1357,3106,2533,55.08,454,425908,333,44,780,2269,1136,780,1462,1989,778,2188,1782,1530,1423,2154,1.18,5.46,0.19,51.87,370,0
2985,223,137,66,20,160535,974,605,796,2,70,6,278,869,0,75,3,298,383,389,49.61,63,99713,68,11,107,233,76,107,112,91,54,155,48,224,109,131,1.61,4.37,0.36,61.43,265,0
2986,128,73,32,23,5917229,762,385,809,2,144,17,746,943,5,190,12,669,1438,1050,57.8,236,218366,204,36,376,1708,548,376,518,614,382,709,1218,688,505,1595,1.98,5.95,0.01,57.03,15369,0
2987,273,135,137,1,422959,698,824,438,0,20,1,200,499,0,25,0,178,164,268,37.96,119,57090,33,1,83,311,113,83,152,29,71,211,116,52,216,14,0.85,2.56,0.1,49.45,513,0
2988,289,154,134,1,811952,989,754,712,0,19,0,143,764,0,18,2,126,163,152,51.75,23,42590,17,2,89,183,38,89,73,26,93,56,66,101,86,96,1.31,3.42,0.07,53.29,1076,0
2989,10473,6574,3529,61,18843569,55078,39436,15464,3,494,41,4311,16795,7,1199,28,3626,13636,13812,49.68,1181,1313049,1902,79,2866,5623,3768,2866,5597,5501,2416,5390,4349,4173,5281,5154,1.4,5.26,0.18,62.77,477,0
2990,76,68,8,0,79925,642,119,331,0,42,2,268,320,1,33,3,286,410,233,63.76,176,83467,23,6,3,18,40,3,25,137,52,72,48,61,66,34,5.39,8.45,0.48,89.47,671,0
2991,605,331,222,52,809004,3158,2063,834,3,273,20,1214,910,8,247,16,1136,1388,1845,42.93,350,415974,457,47,384,730,462,384,572,541,661,404,1016,511,385,675,1.53,5.22,0.23,54.71,392,0
2992,46,29,10,7,53301,276,119,49,0,11,1,56,57,0,17,1,65,120,29,80.54,20,18759,8,2,1,40,28,1,39,25,0,40,0,66,1,48,2.32,6.0,0.31,63.04,447,0
2993,1578,933,635,1,2266501,4097,5345,2111,2,55,28,482,2396,12,86,28,464,722,546,56.94,129,155041,170,70,218,647,339,218,575,318,306,573,383,253,399,698,0.77,2.6,0.11,59.13,424,0
2994,689,379,289,21,259808,2374,2203,793,0,88,10,515,765,0,92,7,521,656,746,46.79,135,168073,78,17,156,365,65,156,102,116,151,267,110,66,400,71,1.08,3.45,0.55,55.01,117,0
2995,5427,2845,2479,98,9043957,23708,21586,6454,4,264,32,1201,7342,10,263,36,1396,11121,9291,54.48,434,415001,444,82,2280,7246,5690,2280,3104,6302,3672,3795,4891,3935,3933,6379,1.1,4.37,0.16,52.42,418,0
2996,303,209,79,15,773326,1931,924,2960,0,78,8,794,2774,0,131,4,888,729,1214,37.52,327,261849,179,12,397,557,126,397,249,90,472,433,188,150,243,148,2.09,6.37,0.15,68.98,836,0
2997,558,321,112,125,475173,2211,1134,571,1,118,12,975,553,2,206,9,879,1164,1054,52.48,388,298444,190,24,70,612,233,70,343,335,308,198,432,344,428,317,1.95,3.96,0.28,57.53,419,0
2998,553,214,122,217,673958,1595,1111,664,0,219,8,1046,728,8,292,13,1094,1233,1627,43.11,449,333012,213,29,240,637,639,240,408,256,353,483,601,325,307,423,1.44,2.88,0.14,38.7,606,0
2999,1598,801,727,68,2813836,7370,6614,3517,2,263,26,1687,3817,10,623,27,1440,3215,2555,55.72,358,555214,521,65,493,2178,951,493,1608,977,951,1525,1180,1111,913,2275,1.11,4.61,0.16,50.13,425,0
3000,201,97,92,12,391194,738,952,334,1,39,4,275,417,2,98,7,217,515,435,54.21,99,87453,119,14,23,297,285,23,214,274,190,327,210,124,446,135,0.78,3.67,0.11,48.26,410,0
3001,95,72,19,4,130759,727,220,155,1,54,0,335,173,0,35,1,358,503,292,63.27,62,101118,31,2,133,135,89,133,17,41,171,29,163,37,50,60,3.3,7.65,0.33,75.79,594,0
3002,73,61,10,2,846662,759,121,643,2,147,15,787,682,9,208,21,708,856,1130,43.1,350,245062,341,47,744,1104,570,744,680,670,704,734,1066,759,660,518,6.27,10.4,0.05,83.56,6997,0
3003,518,303,174,41,661784,3080,2147,619,2,186,25,923,736,17,166,28,979,1576,972,61.85,415,245050,165,72,288,471,543,288,342,467,297,509,316,571,446,310,1.43,5.95,0.28,58.49,308,0
3004,2273,1148,1059,60,3187852,10359,9020,2688,0,560,28,2395,3646,0,423,25,2901,3463,4663,42.62,357,855214,1024,53,637,2016,1943,637,2327,1300,1229,1820,1350,2048,1475,1476,1.15,4.56,0.19,50.51,353,0
3005,829,504,294,31,9181083,5141,3064,8697,1,447,21,2206,9696,5,381,32,2369,3073,3770,44.91,548,536664,766,59,1436,3455,2257,1436,1442,2930,2039,2248,2408,2239,1978,3613,1.68,6.2,0.03,60.8,2996,0
3006,772,440,321,11,1213379,4103,3352,1059,0,217,13,1278,1285,2,581,8,974,1941,1233,61.15,280,418084,400,23,701,1007,795,701,491,589,132,1013,728,603,844,1035,1.22,5.31,0.2,56.99,361,0
3007,173,103,64,6,2972748,1888,791,2756,1,28,3,363,2927,0,39,7,344,887,485,64.65,204,112788,128,11,672,3590,2305,672,2199,2879,1119,2212,2066,3039,1694,3548,2.39,10.91,0.04,59.54,3758,0
3008,256,164,48,44,3356889,1294,797,4758,3,601,36,2645,5263,5,652,25,2588,3832,3969,49.12,656,849407,845,69,1347,4028,3202,1347,2633,3458,1836,2889,2966,3290,2219,4639,1.62,5.05,0.02,64.06,4211,0
3009,434,224,16,194,97144,514,170,217,0,19,2,145,171,0,20,2,290,351,172,67.11,111,62726,14,4,55,113,28,55,39,46,31,124,52,108,61,110,3.02,1.18,0.32,51.61,571,0
3010,402,198,18,186,97252,336,180,166,0,17,3,147,156,0,15,2,129,180,159,53.1,48,43524,26,5,11,70,55,11,91,49,72,79,43,70,48,108,1.87,0.84,0.21,49.25,540,0
3011,187,105,74,8,271171,939,769,2135,0,62,8,384,2193,1,38,6,449,649,291,69.04,119,132258,95,15,87,447,67,87,31,35,160,85,314,296,45,120,1.22,5.02,0.21,56.15,352,0
3012,913,527,371,15,1199967,3913,3753,3047,0,232,30,1419,3496,4,242,31,1695,1719,2133,44.63,374,533323,1289,65,507,667,607,507,931,1097,461,543,1492,1634,247,590,1.04,4.29,0.2,57.72,319,0
3013,551,260,290,1,1086717,1511,1916,831,0,61,11,276,839,3,36,4,291,443,287,60.68,111,94248,62,18,100,151,102,100,58,83,90,49,95,141,64,88,0.79,2.74,0.08,47.19,567,0
3014,0,0,0,0,12001890,0,0,11436,1,555,46,3622,12115,3,1143,31,2968,5696,5983,48.77,1072,1025238,1702,81,1711,5554,4125,1711,4072,3251,1902,3618,3685,4398,3309,4389,0.0,0.0,0.0,0.0,12001890,0
3015,540,290,234,16,800148,2835,2140,803,0,217,15,1178,994,3,352,10,1091,1523,1351,52.99,245,400394,335,28,556,665,342,556,1025,331,322,1091,51,1216,339,199,1.32,5.25,0.21,53.7,373,0
3016,35,21,11,3,50941,267,114,41,0,22,1,111,60,0,5,2,128,185,82,69.29,18,35789,7,3,3,84,4,3,13,17,18,67,16,38,12,65,2.34,7.63,0.31,60.0,446,0
3017,190,116,68,6,194387,1207,680,236,1,89,11,527,265,5,64,6,492,686,522,56.79,176,167737,140,23,9,239,240,9,244,21,19,55,66,235,177,220,1.78,6.35,0.37,61.05,285,0
3018,2710,1432,1243,27,4332917,13383,11028,3586,2,494,47,3315,4484,14,932,47,3103,6045,5720,51.38,587,1080312,1529,110,1656,3005,1926,1656,2125,2380,1902,3129,1823,2290,2050,2754,1.21,4.94,0.19,52.84,392,0
3019,193,118,48,27,283910,1137,544,251,2,87,10,470,279,4,92,13,447,761,389,66.17,72,145048,106,29,14,278,62,14,121,128,6,120,256,283,15,252,2.09,5.89,0.24,61.14,521,0
3020,173,118,50,5,252013,1252,669,737,2,111,13,548,754,5,58,14,506,670,589,53.22,127,177890,121,34,193,583,280,193,158,221,82,231,128,487,187,149,1.87,7.24,0.3,68.21,376,0
3021,269,161,69,39,902396,2186,775,1058,5,297,46,1539,1115,19,613,27,1195,2216,1639,57.48,378,515178,458,97,1286,580,1220,1286,453,232,215,1688,378,963,1111,106,2.82,8.13,0.15,59.85,1164,0
3022,537,302,45,190,255788,1319,570,360,0,66,9,520,371,3,83,10,502,993,337,74.66,229,153402,61,22,152,237,135,152,135,164,178,169,199,203,158,218,2.31,2.46,0.31,56.24,448,0
3023,726,452,227,34,1165405,4256,2521,1156,0,110,16,753,1274,0,41,10,746,1081,741,59.33,272,218622,45,26,249,613,398,249,513,306,294,491,519,234,425,514,1.69,5.86,0.22,62.26,462,0
3024,372,189,20,163,204472,413,270,206,0,17,2,158,217,0,27,1,187,238,153,60.87,50,54478,40,3,4,105,182,4,56,90,8,172,24,432,11,58,1.53,1.11,0.12,50.81,757,0
3025,2764,1467,1246,51,3670007,12187,11590,3486,9,680,125,4923,4168,77,1342,141,4624,6390,5806,52.39,1447,1671484,1697,352,2880,3499,1697,2880,2318,3089,1914,3775,2583,3132,2800,3120,1.05,4.41,0.2,53.08,316,0
3026,1673,964,693,16,3118919,10160,7721,5430,2,636,73,3651,6169,15,599,68,4333,5382,4812,52.8,836,1326096,1151,158,881,3501,1840,881,2418,2130,1156,3016,2297,3765,1989,3143,1.32,6.07,0.2,57.62,403,0
3027,4284,2872,1212,138,15173956,35164,20954,5486,0,189,14,1143,6423,3,192,13,1226,6543,3989,62.12,404,174647,400,30,4151,13931,10909,4151,4712,7056,3162,8236,7135,5923,7882,7051,1.68,8.21,0.14,67.04,724,0
3028,1599,867,688,37,2751491,5807,6412,2262,1,85,3,430,2595,1,83,8,461,691,387,64.1,104,148372,173,13,530,1145,568,530,898,843,575,601,764,998,450,892,0.91,3.63,0.13,54.22,429,0
3029,88,51,35,2,3116934,569,340,8331,3,376,48,2502,8171,5,334,36,2620,2885,3239,47.11,495,819942,878,92,966,3199,2102,966,1570,1772,1383,2007,1535,1751,1973,2731,1.67,6.47,0.01,57.95,9167,0
3030,68,48,16,4,351250,402,207,527,1,25,5,183,537,1,45,3,138,300,107,73.71,42,52404,26,10,51,164,131,51,60,94,90,106,64,217,69,33,1.94,5.91,0.07,70.59,1696,0
3031,1313,759,510,42,2098828,5117,4993,1785,3,143,19,986,2202,7,295,11,834,1244,1764,41.36,368,224700,342,40,363,1384,613,363,890,1248,1066,964,772,937,615,1686,1.02,3.9,0.15,57.81,420,0
3032,413,226,152,35,842900,2493,1346,532,1,136,16,957,667,9,263,12,880,1505,958,61.1,228,307505,262,38,298,690,504,298,390,578,248,390,619,517,366,658,1.85,6.04,0.18,54.72,626,0
3033,751,419,290,42,1137752,2996,2558,953,0,138,37,1287,1096,11,383,31,1020,1543,1368,53.01,222,395032,357,79,645,1297,473,645,319,508,554,869,713,872,667,661,1.17,3.99,0.16,55.79,444,0
3034,1225,685,456,84,1354640,5712,4467,1504,4,175,47,744,1795,10,180,28,780,3253,2388,57.67,205,260124,218,89,546,1490,1149,546,727,961,920,949,1168,1031,774,925,1.28,4.66,0.25,55.92,303,0
3035,1257,697,469,91,3936190,6598,5002,1664,3,395,79,2295,2064,13,385,33,2762,3702,2909,56.0,520,767528,579,128,471,1803,2717,471,2965,1937,1050,1136,2233,2783,1654,1944,1.32,5.25,0.1,55.45,786,0
3036,4690,2345,2229,111,6765202,21072,19309,5416,1,235,18,1618,6397,1,390,18,1475,7172,6150,53.84,407,419084,523,38,1631,3735,3014,1631,2165,2346,1522,2985,1577,2552,2185,2432,1.09,4.49,0.19,50.0,350,0
3037,0,0,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1338,0
3038,996,551,400,43,1654464,3325,3914,1249,3,133,30,820,1428,7,191,33,831,1480,1755,45.75,210,289610,252,73,873,973,890,873,1361,995,935,1022,1004,1123,1117,945,0.85,3.34,0.12,55.32,422,0
3039,2014,1147,778,30,4948517,11235,7870,4799,1,533,20,3055,5562,10,1111,33,2337,4317,3449,55.59,826,918380,1061,64,746,2726,1802,746,960,1107,489,1390,1630,1770,1384,1961,1.43,5.58,0.14,56.95,628,0
3040,880,410,282,188,846941,3801,2530,917,3,200,34,1537,1089,18,232,36,1462,1476,2330,38.78,346,491333,378,91,416,704,592,416,454,807,415,496,664,614,564,813,1.5,4.32,0.27,46.59,334,0
3041,286,162,121,3,4203164,1377,1227,7275,1,765,42,5352,8394,10,1557,74,4685,9995,7621,56.74,1283,1497792,1600,127,3128,5876,3796,3128,4193,5222,1809,4181,4186,6047,3824,5205,1.12,4.81,0.02,56.64,3425,0
3042,338,202,116,20,492104,1833,1275,454,2,169,6,748,548,7,201,8,686,1229,600,67.2,179,252768,234,23,393,478,190,393,284,132,195,243,283,358,293,332,1.44,5.42,0.22,59.76,385,0
3043,24,10,9,5,69507,56,73,42,0,6,0,31,72,0,7,0,37,109,115,48.66,11,11185,16,0,9,9,15,9,55,58,0,92,0,36,82,10,0.77,2.33,0.05,41.67,952,0
3044,186,125,60,1,392145,901,679,760,1,74,9,390,836,0,66,6,387,566,500,53.1,126,120673,81,16,51,239,155,51,214,365,107,167,281,211,150,442,1.33,4.84,0.14,67.2,577,0
3045,593,375,203,15,1017567,2233,2120,795,4,163,41,967,982,10,303,19,670,1379,742,65.02,336,283622,282,74,799,415,708,799,765,310,383,1032,290,462,617,983,1.05,3.77,0.13,63.24,479,0
3046,38,30,6,2,6480410,332,108,6397,0,29,2,141,6702,0,36,2,145,296,101,74.56,72,42264,19,4,1045,4324,2608,1045,2516,3642,1919,1695,2613,2862,1685,3749,3.07,8.74,0.0,78.95,60003,0
3047,8142,4504,3612,8,2301827,39027,32976,10492,0,33,5,337,11951,1,47,3,340,516,246,67.72,72,105860,119,9,123,1351,540,123,732,1049,552,921,934,834,599,1096,1.18,4.79,1.02,55.32,69,0
3048,309,162,119,28,7621984,1933,1438,7857,0,185,16,954,8530,3,307,4,955,2226,2615,45.98,269,245902,319,23,878,4266,3395,878,2235,3525,969,1788,2945,3589,1795,4080,1.34,6.26,0.02,52.43,5300,0
3049,547,325,185,37,3262306,3763,1894,4074,0,217,25,1475,4414,4,257,18,1651,2243,1560,58.98,540,496948,297,47,790,1702,1121,790,1295,949,737,1378,1068,1243,1061,1476,1.99,6.88,0.07,59.41,1722,0
3050,225,167,53,5,3198104,1477,725,4897,0,117,13,747,4509,1,135,21,782,964,854,53.03,270,249018,178,35,216,585,271,216,361,326,260,358,298,528,345,333,2.04,6.56,0.03,74.22,4411,0
3051,913,494,412,4,1385095,4529,3983,1179,2,129,10,975,1580,1,260,12,1003,2058,1159,63.97,261,285259,392,25,868,1087,1101,868,675,725,717,980,771,778,1122,816,1.14,4.96,0.2,54.11,347,0
3052,2247,1128,1037,59,3358332,9261,9278,2931,4,305,40,2148,3808,6,579,43,2193,2647,3202,45.26,471,754802,681,93,658,1412,685,658,1607,1899,1085,2288,839,847,1289,2137,1.0,4.12,0.17,50.2,361,0
3053,42,36,3,3,225216,400,70,330,1,65,12,400,352,2,104,8,370,584,720,44.79,126,95316,121,23,277,123,210,277,162,246,53,175,454,231,197,281,5.71,9.52,0.11,85.71,3217,0
3054,515,308,188,19,768788,2494,1797,671,1,125,18,1056,692,4,190,13,861,1125,1243,47.51,258,316845,246,36,369,810,262,369,351,314,496,465,553,691,374,311,1.39,4.84,0.19,59.81,427,0
3055,560,385,155,20,4684338,3108,1631,4578,3,501,35,3529,5165,13,1839,40,2334,4466,5585,44.43,855,984849,1539,91,1719,2138,2124,1719,2542,2918,1171,3609,1616,1685,2787,2765,1.91,5.55,0.04,68.75,2872,0
3056,974,512,420,42,1453929,4730,3296,1161,2,238,58,2025,1376,20,529,39,1614,2725,1912,58.77,782,627075,759,119,676,991,928,676,1047,774,673,930,1044,973,677,984,1.44,4.86,0.2,52.57,441,0
3057,799,437,312,50,6263181,4465,2853,3909,7,711,91,4377,4201,25,1191,68,4281,5688,5775,49.62,874,1368550,1521,191,2842,8298,6128,2842,3224,4254,3007,3628,6700,4324,4316,7306,1.57,5.59,0.04,54.69,2195,0
3058,141,67,71,3,299884,566,561,529,1,46,18,370,596,9,119,10,288,327,545,37.5,74,57753,104,38,162,71,381,162,505,441,358,144,440,389,206,117,1.01,4.01,0.11,47.52,534,0
3059,358,251,89,18,1873970,1971,1209,1599,8,511,57,2602,1677,28,680,61,2123,3295,2918,53.03,516,839779,661,154,848,2314,2254,848,1410,2193,1216,1507,1748,1833,1624,2527,1.63,5.51,0.06,70.11,1550,0
3060,3252,1688,1484,66,6041306,15518,13707,6228,3,482,48,3221,7397,12,631,40,3297,4699,3310,58.67,661,946253,768,103,809,4500,3143,809,2863,3314,1804,3354,3428,3970,2718,2726,1.13,4.77,0.15,51.91,440,0
3061,215,117,94,4,281653,1242,866,1458,1,118,8,491,1604,4,145,12,464,630,635,49.8,114,175046,183,25,93,649,271,93,304,275,244,328,214,398,269,462,1.43,5.78,0.26,54.42,325,0
