,overview_matchesplayed,overview_matcheswon,overview_matcheslost,overview_matchesabandoned,overview_timeplayed,overview_kills,overview_deaths,overview_attackerroundswon,overview_attackerteamkillsinobj,overview_attackerenemykillsinobj,overview_attackerteamkillsoutobj,overview_attackerenemykillsoutobj,overview_defenderroundswon,overview_defenderteamkillsinobj,overview_defenderenemykillsinobj,overview_defenderteamkillsoutobj,overview_defenderenemykillsoutobj,overview_headshots,overview_headshotsmissed,overview_headshotpercentage,overview_wallbangs,overview_damagedealt,overview_assists,overview_teamkills,overview_playstyleattackerbreacher,overview_playstyleattackerentryfragger,overview_playstyleattackerintelprovider,overview_playstyleattackerroamclearer,overview_playstyleattackersupporter,overview_playstyleattackerutilityclearer,overview_playstyledefenderdebuffer,overview_playstyledefenderentrydenier,overview_playstyledefenderintelprovider,overview_playstyledefendersupporter,overview_playstyledefendertrapper,overview_playstyledefenderutilitydenier,overview_kdratio,overview_killspermatch,overview_killspermin,overview_winpercentage,overview_timealive,is_cheater
1617,135,133,2,0,0,391,113,198,0,0,0,0,243,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,2.9,391.0,98.52,0,1
1618,1651,858,752,0,0,4836,5308,2214,0,0,0,0,2388,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,2.93,4836.0,51.97,0,1
1619,59,55,4,0,0,349,86,116,0,0,0,0,128,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,5.92,349.0,93.22,0,1
1620,225,149,44,0,0,1169,614,328,0,0,0,0,316,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,5.2,1169.0,66.22,0,1
1621,93,88,5,0,0,470,230,234,0,0,0,0,212,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,5.05,470.0,94.62,0,1
1622,141,104,37,0,0,792,455,276,0,0,0,0,305,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,5.62,792.0,73.76,0,1
1623,820,430,384,0,862327,2400,2504,849,0,0,0,0,932,0,0,0,0,0,0,0.0,0,0,0,0,4,31,24,4,10,39,32,9,23,16,25,32,0.96,2.93,0.17,52.44,344,1
1624,2,1,1,0,0,27,9,5,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,13.5,27.0,50.0,0,1
1625,138,100,6,32,103788,763,209,177,0,0,0,0,189,0,0,0,0,0,0,0.0,0,0,0,0,23,78,38,23,82,107,117,47,62,67,114,107,3.65,5.53,0.44,72.46,496,1
1626,14,9,2,3,13859,126,11,14,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0,2,2,3,2,5,20,36,36,1,0,1,0,11.45,9.0,0.55,64.29,1259,1
1627,108,67,23,0,0,453,361,146,0,0,0,0,151,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,0,1,12,5,1,0,4,0,10,1.25,4.19,453.0,62.04,0,1
1628,525,302,199,0,811565,2509,2013,805,0,0,0,0,907,0,0,0,0,0,0,0.0,0,0,0,0,12,16,5,12,12,7,16,3,14,0,6,7,1.25,4.78,0.19,57.52,403,1
1629,198,140,58,0,269037,1234,578,402,0,0,0,0,376,0,0,0,3,6,1,85.71,1,568,1,0,0,83,0,0,3,3,0,1,0,84,1,80,2.13,6.23,0.28,70.71,465,1
1630,2622,1542,1043,0,0,13920,10918,4236,0,0,0,0,4916,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,5.31,13920.0,58.81,0,1
1631,809,439,332,0,0,4033,3125,1223,0,0,0,0,1401,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,4.99,4033.0,54.26,0,1
1632,275,168,101,2,416913,1481,1170,422,0,0,0,0,439,0,0,0,0,0,0,0.0,0,0,0,0,10,138,163,10,346,369,250,257,100,319,173,286,1.27,5.39,0.21,61.09,356,1
1633,710,355,329,4,874155,2945,3028,1033,0,0,0,0,1199,0,0,0,0,0,0,0.0,0,0,0,0,137,456,338,137,159,469,223,304,314,497,338,374,0.97,4.15,0.2,50.0,288,1
1634,821,495,270,0,0,3969,3041,1286,0,0,0,0,1380,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,4.83,3969.0,60.29,0,1
1635,198,100,94,0,0,631,674,230,0,0,0,0,219,0,0,0,0,0,0,0.0,0,0,0,0,25,29,2,25,1,8,33,2,26,2,7,0,0.94,3.19,631.0,50.51,0,1
1636,413,245,137,3,2636381,2069,1554,2841,0,0,0,0,2877,0,0,0,0,0,0,0.0,0,0,0,0,9,31,48,9,20,93,42,49,40,50,35,55,1.33,5.01,0.05,59.32,1696,1
1637,191,143,21,0,0,922,418,251,0,0,0,0,262,0,0,0,0,0,0,0.0,0,0,0,0,1,14,2,1,8,0,12,6,6,6,8,7,2.21,4.83,922.0,74.87,0,1
1638,278,211,64,0,0,1728,869,431,0,0,0,0,429,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,6.22,1728.0,75.9,0,1
1639,378,224,140,0,0,2106,1530,651,0,0,0,0,742,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,5.57,2106.0,59.26,0,1
1640,133,90,40,0,0,1015,481,230,0,0,0,0,206,0,0,0,0,0,0,0.0,0,0,0,0,0,120,113,0,102,183,151,110,25,85,51,238,2.11,7.63,1015.0,67.67,0,1
1641,74,50,24,0,0,495,235,131,0,0,0,0,132,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,6.69,495.0,67.57,0,1
1642,1584,1059,525,0,0,7382,4875,2261,0,0,0,0,2306,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,4.66,7382.0,66.86,0,1
1643,170,116,53,0,203676,792,460,205,0,0,0,0,236,0,0,0,0,0,0,0.0,0,0,0,0,0,159,119,0,124,165,40,136,122,159,125,147,1.72,4.66,0.23,68.24,442,1
1644,328,168,157,2,590385,1169,1146,398,0,0,0,0,481,0,0,0,0,0,0,0.0,0,0,0,0,116,107,128,116,63,98,87,83,174,118,34,139,1.02,3.56,0.12,51.22,515,1
1645,261,254,7,0,0,2435,352,642,0,0,0,0,590,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92,9.33,2435.0,97.32,0,1
1646,52,42,10,0,0,757,139,65,0,0,0,0,128,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,14.56,757.0,80.77,0,1
1647,262,143,99,13,361672,1003,833,358,0,0,0,0,347,0,0,0,0,0,0,0.0,0,0,0,0,10,103,486,10,601,19,234,405,100,93,187,200,1.2,3.83,0.17,54.58,434,1
1648,627,347,266,0,0,3321,2576,920,0,0,0,0,1125,0,0,0,0,0,0,0.0,0,0,0,0,8,45,13,8,17,29,41,24,14,19,29,45,1.29,5.3,3321.0,55.34,0,1
1649,747,390,342,0,1245539,2860,3475,1095,0,0,0,0,1288,0,0,0,0,0,0,0.0,0,0,0,0,98,357,277,98,255,209,310,168,236,138,273,305,0.82,3.83,0.14,52.21,358,1
1650,96,59,16,21,80309,468,216,103,0,0,0,0,109,0,0,0,0,0,0,0.0,0,0,0,0,2,34,79,2,62,53,13,72,8,72,28,108,2.17,4.88,0.35,61.46,371,1
1651,30,28,2,0,0,292,111,50,0,0,0,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,9.73,292.0,93.33,0,1
1652,180,103,77,0,0,1097,608,582,0,0,0,0,651,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,6.09,1097.0,57.22,0,1
1653,127,90,37,0,0,837,490,194,0,0,0,0,198,0,0,0,0,0,0,0.0,0,0,0,0,156,165,148,156,96,113,98,109,198,58,94,191,1.71,6.59,837.0,70.87,0,1
1654,21,20,1,0,0,304,43,55,0,0,0,0,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,14.48,304.0,95.24,0,1
1655,459,237,208,0,564126,2309,2019,728,0,0,0,0,858,0,0,0,0,0,0,0.0,0,0,0,0,26,22,52,26,11,64,41,23,21,63,42,31,1.14,5.03,0.25,51.63,279,1
1656,58,44,14,0,0,641,332,140,0,0,0,0,145,0,0,0,0,0,0,0.0,0,0,0,0,0,115,110,0,124,62,60,57,59,200,26,166,1.93,11.05,641.0,75.86,0,1
1657,343,206,133,0,0,2061,1590,594,0,0,0,0,697,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6.01,2061.0,60.06,0,1
1658,562,302,255,0,798598,2228,2247,695,0,0,0,0,804,0,0,0,0,0,0,0.0,0,0,0,0,209,488,386,209,363,615,559,401,357,403,334,631,0.99,3.96,0.17,53.74,355,1
1659,287,154,121,0,0,1157,811,300,0,0,0,0,351,0,0,0,0,0,0,0.0,0,0,0,0,55,136,133,55,86,101,64,99,73,146,87,141,1.43,4.03,1157.0,53.66,0,1
1660,446,239,188,15,673998,2445,1707,596,1,56,7,439,677,0,119,3,413,547,543,50.18,69,108539,113,11,293,468,349,293,298,376,287,240,494,445,116,893,1.43,5.48,0.22,53.59,394,1
1661,95,77,14,4,109453,702,267,170,0,0,0,0,162,0,0,0,0,0,0,0.0,0,0,0,0,6,112,7,6,37,55,50,58,26,57,61,97,2.63,7.39,0.38,81.05,409,1
1662,1917,953,961,0,1787796,5283,6286,2260,0,0,0,0,2675,0,0,0,0,0,0,0.0,0,0,0,0,18,34,28,18,55,21,11,66,16,16,38,58,0.84,2.76,0.18,49.71,284,1
1663,369,219,122,0,0,1921,1332,604,0,0,0,0,688,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,5.21,1921.0,59.35,0,1
1664,271,112,103,0,634148,1121,869,1047,0,0,0,0,1090,0,0,0,0,0,0,0.0,0,0,0,0,0,166,287,0,110,247,201,97,348,55,114,150,1.29,4.14,0.11,41.33,729,1
1665,29,24,5,0,0,207,28,43,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,7.14,207.0,82.76,0,1
1666,39,31,8,0,0,357,110,80,0,0,0,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,9.15,357.0,79.49,0,1
1667,383,209,160,2,585159,1638,1272,467,0,0,0,0,542,0,0,0,0,0,0,0.0,0,0,0,0,5,16,20,5,28,95,12,25,38,59,17,57,1.29,4.28,0.17,54.57,460,1
1668,21,21,0,0,0,221,13,1,0,0,0,0,77,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,10.52,221.0,100.0,0,1
1669,29,29,0,0,0,189,64,66,0,0,0,0,76,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,6.52,189.0,100.0,0,1
1670,490,257,218,0,0,2244,2164,800,0,0,0,0,901,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,4.58,2244.0,52.45,0,1
1671,675,362,304,0,0,2452,2507,943,0,0,0,0,992,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,3.63,2452.0,53.63,0,1
1672,101,74,27,0,0,727,322,137,0,0,0,0,207,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,7.2,727.0,73.27,0,1
1673,130,115,15,0,0,1291,213,42,0,0,0,0,227,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,9.93,1291.0,88.46,0,1
1674,44,43,1,0,0,607,68,93,0,0,0,0,83,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,13.8,607.0,97.73,0,1
1675,973,399,230,0,1072451,2921,2365,870,0,0,0,0,985,0,0,0,0,0,0,0.0,0,0,0,0,84,498,305,84,180,325,398,224,495,278,194,282,1.24,3.0,0.16,41.01,453,1
1676,519,310,174,30,571789,2903,1598,619,0,0,0,0,724,0,0,0,0,0,0,0.0,0,0,0,0,40,532,355,40,194,554,332,242,217,613,158,625,1.82,5.59,0.3,59.73,357,1
1677,71,47,21,3,101159,534,291,105,1,5,0,13,99,0,8,0,12,20,18,52.63,10,0,4,1,7,115,39,7,72,35,116,29,70,36,106,60,1.84,7.52,0.32,66.2,347,1
1678,250,157,93,0,0,1219,1069,406,0,0,0,0,450,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,4.88,1219.0,62.8,0,1
1679,115,84,31,0,143506,788,296,161,0,0,0,0,146,0,0,0,0,0,0,0.0,0,0,0,0,52,103,157,52,105,134,57,121,0,152,76,192,2.66,6.85,0.33,73.04,484,1
1680,306,212,94,0,0,1791,1105,497,0,0,0,0,550,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,5.85,1791.0,69.28,0,1
1681,3228,1788,1440,0,0,14853,12529,5435,0,0,0,0,6128,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,4.6,14853.0,55.39,0,1
1682,335,300,35,0,0,1906,497,509,0,0,0,0,594,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,5.69,1906.0,89.55,0,1
1683,239,146,69,0,0,1485,813,351,0,0,0,0,372,0,0,0,0,0,0,0.0,0,0,0,0,1,11,23,1,26,64,25,45,13,25,20,51,1.83,6.21,1485.0,61.09,0,1
1684,996,532,400,0,0,5530,4431,1626,0,0,0,0,1831,0,0,0,0,0,0,0.0,0,0,0,0,27,130,50,27,68,77,62,74,104,40,66,155,1.25,5.55,5530.0,53.41,0,1
1685,61,46,4,11,55294,403,99,82,0,0,0,0,85,0,0,0,0,0,0,0.0,0,0,0,0,39,33,55,39,41,14,58,48,9,15,70,32,4.07,6.61,0.44,75.41,558,1
1686,862,466,357,0,2028364,5355,3818,1192,0,0,0,0,1408,0,0,0,0,0,0,0.0,0,0,0,0,212,359,387,212,204,494,268,373,219,289,378,418,1.4,6.21,0.16,54.06,531,1
1687,332,229,103,0,184879,1956,1171,5755,0,0,0,0,5758,0,0,0,0,0,0,0.0,0,0,0,0,49,114,138,49,136,32,80,139,67,20,158,69,1.67,5.89,0.63,68.98,157,1
1688,522,288,93,0,0,2000,1030,717,0,0,0,0,718,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,3.83,2000.0,55.17,0,1
1689,277,135,135,0,0,1086,854,271,0,0,0,0,333,0,0,0,0,0,0,0.0,0,0,0,0,7,42,39,7,31,53,36,37,20,53,35,42,1.27,3.92,1086.0,48.74,0,1
1690,1103,643,460,0,0,3157,3734,1516,0,0,0,0,1801,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,2.86,3157.0,58.3,0,1
1691,46,41,5,0,0,101,100,66,0,0,0,0,72,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,2.2,101.0,89.13,0,1
1692,53,49,4,0,0,547,93,98,0,0,0,0,83,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10.32,547.0,92.45,0,1
1693,368,194,129,0,0,1693,1266,488,0,0,0,0,544,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,4.6,1693.0,52.72,0,1
1694,1030,641,384,0,2979966,5113,2958,1189,0,0,0,0,1326,0,0,0,0,0,0,0.0,0,0,0,0,42,64,54,42,19,34,40,35,32,53,25,73,1.73,4.96,0.1,62.23,1007,1
1695,357,184,168,0,0,1616,1284,464,0,0,0,0,489,0,0,0,0,0,0,0.0,0,0,0,0,1,245,214,1,285,502,255,152,271,245,173,654,1.26,4.53,1616.0,51.54,0,1
1696,1853,846,984,15,2787147,4748,6983,2214,0,20,0,100,2454,0,15,2,94,2391,2196,52.13,43,9833,22,2,336,568,586,336,1091,2064,512,1528,451,647,1061,1175,0.68,2.56,0.1,45.66,399,1
1697,605,338,260,0,1098569,2893,2392,938,0,0,0,0,1163,0,0,0,0,0,0,0.0,0,0,0,0,12,52,31,12,40,89,10,91,27,34,32,102,1.21,4.78,0.16,55.87,459,1
1698,477,269,179,0,0,2769,1996,785,0,0,0,0,871,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,5.81,2769.0,56.39,0,1
1699,53,53,0,0,0,537,66,135,0,0,0,0,130,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14,10.13,537.0,100.0,0,1
1700,53,45,8,0,0,528,124,117,0,0,0,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,9.96,528.0,84.91,0,1
1701,237,111,126,0,0,707,833,266,0,0,0,0,335,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,2.98,707.0,46.84,0,1
1702,24,23,1,0,0,340,76,6,0,0,0,0,94,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,14.17,340.0,95.83,0,1
1703,712,356,344,5,1032866,1818,2068,768,0,14,2,72,875,1,44,1,59,75,116,39.27,14,26837,43,4,421,590,294,421,651,276,382,260,370,231,521,263,0.88,2.55,0.11,50.0,499,1
1704,28,27,1,0,0,211,40,10,0,0,0,0,85,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,7.54,211.0,96.43,0,1
1705,27,19,7,0,0,123,104,48,0,0,0,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,65,40,0,140,59,17,35,7,32,26,36,1.18,4.56,123.0,70.37,0,1
1706,238,183,2,0,175431,1456,250,331,0,0,0,0,325,0,0,0,0,0,0,0.0,0,0,0,0,42,289,60,42,144,73,153,126,97,67,121,252,5.82,6.12,0.5,76.89,701,1
1707,20,19,1,0,0,132,41,47,0,0,0,0,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,6.6,132.0,95.0,0,1
1708,212,155,13,0,0,1083,345,370,0,0,0,0,340,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,5.11,1083.0,73.11,0,1
1709,312,218,65,0,0,1257,738,369,0,0,0,0,458,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4.03,1257.0,69.87,0,1
1710,668,325,317,19,1084683,2395,2545,782,0,0,0,1,1007,0,2,0,3,3,5,37.5,1,862,1,0,186,433,545,186,437,446,271,375,647,503,219,448,0.94,3.59,0.13,48.65,426,1
1711,37,26,11,0,36827,188,109,51,0,0,0,0,41,0,0,0,0,0,0,0.0,0,0,0,0,0,45,3,0,26,3,0,2,2,71,0,30,1.72,5.08,0.31,70.27,337,1
1712,106,97,9,0,0,940,174,187,0,0,0,0,164,0,0,0,0,0,0,0.0,0,0,0,0,12,43,41,12,62,127,114,28,65,11,67,135,5.4,8.87,940.0,91.51,0,1
1713,392,213,97,0,0,1621,1543,611,0,0,0,0,595,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,4.14,1621.0,54.34,0,1
1714,3364,1736,1628,0,0,13056,11556,3977,0,0,0,0,3741,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,3.88,13056.0,51.61,0,1
1715,355,310,45,0,0,2871,761,692,0,0,0,0,791,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,8.09,2871.0,87.32,0,1
1716,74,40,12,0,0,423,148,86,0,0,0,0,94,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,5.72,423.0,54.05,0,1
1717,571,332,223,0,0,2902,2045,926,0,0,0,0,975,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,5.08,2902.0,58.14,0,1
1718,6495,3431,3012,0,0,34336,27127,9572,0,0,0,0,11311,0,0,0,0,0,0,0.0,0,0,0,0,105,570,328,105,166,461,308,274,293,403,277,641,1.27,5.29,34336.0,52.83,0,1
1719,28,23,5,0,0,231,76,43,0,0,0,0,53,0,0,0,0,0,0,0.0,0,0,0,0,0,30,11,0,37,0,0,31,0,39,0,47,3.04,8.25,231.0,82.14,0,1
1720,104,57,8,0,0,389,203,121,0,0,0,0,127,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,3.74,389.0,54.81,0,1
1721,20,18,2,0,0,151,51,34,0,0,0,0,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,7.55,151.0,90.0,0,1
1722,259,155,92,2,982517,1070,819,307,0,0,0,0,361,0,0,0,0,0,0,0.0,0,0,0,0,17,75,69,17,45,88,80,63,44,81,76,109,1.31,4.13,0.07,59.85,1199,1
1723,940,542,398,0,0,4615,3863,1364,0,0,0,0,1392,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,4.91,4615.0,57.66,0,1
1724,364,170,182,0,0,1150,1313,515,0,0,0,0,560,0,0,0,0,0,0,0.0,0,0,0,0,16,91,73,16,74,150,41,123,60,100,98,85,0.88,3.16,1150.0,46.7,0,1
1725,122,78,44,0,145628,739,324,160,0,0,0,0,151,0,0,0,0,0,0,0.0,0,0,0,0,21,63,33,21,43,165,64,75,105,191,31,4,2.28,6.06,0.3,63.93,449,1
1726,234,145,68,0,0,1816,828,342,0,0,0,0,356,0,0,0,0,0,0,0.0,0,0,0,0,8,97,10,8,16,63,25,117,22,13,59,67,2.19,7.76,1816.0,61.97,0,1
1727,73,60,13,0,0,875,130,42,0,0,0,0,198,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,11.99,875.0,82.19,0,1
1728,499,303,196,0,0,2407,2165,4115,0,0,0,0,4268,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,4.82,2407.0,60.72,0,1
1729,185,126,54,0,254518,1034,537,245,0,0,0,0,277,0,0,0,0,0,0,0.0,0,0,0,0,23,181,136,23,113,252,60,85,123,300,74,192,1.93,5.59,0.24,68.11,473,1
1730,121,120,1,0,0,820,146,304,0,0,0,0,278,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62,6.78,820.0,99.17,0,1
1731,167,135,32,0,0,1105,528,363,0,0,0,0,369,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,6.62,1105.0,80.84,0,1
1732,366,215,146,0,0,1215,1269,795,0,0,0,0,711,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,3.32,1215.0,58.74,0,1
1733,1501,717,772,0,0,5234,5711,2218,0,0,0,0,2530,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,3.49,5234.0,47.77,0,1
1734,179,139,40,0,0,1435,549,312,0,0,0,0,393,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,8.02,1435.0,77.65,0,1
1735,75,51,22,0,0,476,201,125,0,0,0,0,132,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,6.35,476.0,68.0,0,1
1736,182,109,70,0,251901,784,698,261,0,0,0,0,260,0,0,0,0,0,0,0.0,0,0,0,0,3,27,24,3,23,21,16,8,26,28,9,16,1.12,4.31,0.19,59.89,360,1
1737,278,148,96,0,639240,1186,977,1210,0,0,0,0,1165,0,0,0,0,0,0,0.0,0,0,0,0,412,1633,524,412,1083,575,557,971,791,540,811,928,1.21,4.27,0.11,53.24,654,1
1738,298,188,110,0,0,1345,773,474,0,0,0,0,511,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,4.51,1345.0,63.09,0,1
1739,31,23,8,0,0,206,118,44,0,0,0,0,47,0,0,0,0,0,0,0.0,0,0,0,0,5,12,8,5,6,6,3,9,15,2,5,18,1.75,6.65,206.0,74.19,0,1
1740,652,477,175,0,0,5421,2572,1133,0,0,0,0,1197,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,8.31,5421.0,73.16,0,1
1741,50,45,5,0,0,588,121,30,0,0,0,0,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,11.76,588.0,90.0,0,1
1742,2942,1491,1381,14,4708749,9024,11785,3714,0,0,0,0,4515,0,0,0,0,0,0,0.0,0,0,0,0,75,360,235,75,202,291,182,250,210,172,256,357,0.77,3.07,0.11,50.68,399,1
1743,265,159,106,0,0,1416,958,359,0,0,0,0,450,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,5.34,1416.0,60.0,0,1
1744,137,123,14,0,0,678,250,319,0,0,0,0,308,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,4.95,678.0,89.78,0,1
1745,526,285,222,0,0,3012,2478,802,0,0,0,0,988,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,5.73,3012.0,54.18,0,1
1746,164,135,23,0,0,907,405,1000,0,0,0,0,1068,0,0,0,0,0,0,0.0,0,0,0,0,46,126,126,46,69,165,92,82,97,85,81,135,2.24,5.53,907.0,82.32,0,1
1747,44,13,6,25,30111,119,52,33,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0,11,18,12,11,32,9,21,14,7,26,13,23,2.29,2.7,0.24,29.55,579,1
1748,2035,1286,749,0,0,10254,7342,3804,0,0,0,0,3925,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.04,10254.0,63.19,0,1
1749,277,166,100,0,0,1090,939,337,0,0,0,0,442,0,0,0,0,0,0,0.0,0,0,0,0,5,46,25,5,12,30,42,41,30,16,31,39,1.16,3.94,1090.0,59.93,0,1
1750,423,215,192,0,0,1246,1671,634,0,0,0,0,665,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.95,1246.0,50.83,0,1
1751,257,141,114,0,0,1238,1186,403,0,0,0,0,478,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,4.82,1238.0,54.86,0,1
